#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237651203694723131,198.871469490356,-0.0023568906801201,17.73402,15.68315,14.84182,14.5272,14.3513,1334,301,3,15,3266399535030626304,STAR,-0.0003688898,2901,54652,596
1237651203694657558,198.68290929459,-0.0406815660581881,16.94647,15.81222,15.35341,15.12914,15.01752,1334,301,3,14,3266266769001572352,STAR,0.0008298916,2901,54652,113
1237651203694592051,198.6186633217,-0.0619382391965375,19.00134,18.88837,18.50714,18.34313,18.35395,1334,301,3,13,332276845263218688,QSO,1.48851,295,51985,496
1237651203694461020,198.355279782249,-0.0441452655114276,16.51499,15.5841,15.28914,15.15953,15.15055,1334,301,3,11,3266278863629477888,STAR,-3.320662E-05,2901,54652,157
1237651203694460965,198.263155635799,0.000843694557963936,19.10824,18.06115,17.99554,18.03827,18.00772,1334,301,3,11,8394773864832278528,STAR,2.037375E-05,7456,56727,233
1237651203158507644,200.446613579634,-0.522703241148711,18.58761,17.33316,16.79688,16.59032,16.49205,1334,301,2,25,3723391482363748352,STAR,0.0001995188,3307,54970,147
1237651203158311081,199.988912255436,-0.618828506320141,19.07133,18.00956,17.58011,17.40458,17.31411,1334,301,2,22,3723396705043980288,STAR,0.0003881718,3307,54970,166
1237651203157852378,198.947114018361,-0.462296434368961,16.99586,15.33315,14.57367,14.19639,13.95269,1334,301,2,15,332171292146952192,GALAXY,0.04726082,295,51985,112
1237651203695444135,200.491740048594,-0.184550552992837,18.43028,17.28607,16.76127,16.45138,16.26726,1334,301,3,26,333297466914924544,GALAXY,0.08316069,296,51984,113
1237651203695181929,199.967750532069,-0.0341990673444227,18.8555,17.89873,17.60934,17.52252,17.50153,1334,301,3,22,3723399178945142784,STAR,0.0004184716,3307,54970,175
1237651203695181907,199.912894854615,-0.0908160029039164,19.54988,18.28086,17.56728,17.16572,16.88494,1334,301,3,22,333398347106772992,GALAXY,0.1110503,296,51984,480
1237651203695116448,199.738921206939,-0.198309642613063,17.27938,15.50455,14.64715,14.19163,13.79359,1334,301,3,21,333328521306859520,GALAXY,0.05354707,296,51578,226
1237651203694985278,199.53245931684,-0.164013871312927,17.61452,16.54281,16.19766,16.06953,16.04124,1334,301,3,19,332150676303931392,STAR,-7.902588E-05,295,51985,37
1237651203694985253,199.489436055988,-0.138569949313002,18.26851,17.06309,16.94489,16.91148,16.94245,1334,301,3,19,332151226059745280,STAR,0.0004530442,295,51985,39
1237651203694854265,199.183889109226,-0.0732295990673389,19.31079,18.2345,18.21279,18.24366,18.29894,1334,301,3,17,8394719713884610560,STAR,0.0005654396,7456,56727,36
1237651203694592147,198.582138934526,-0.0973804672294463,19.24834,17.95248,17.21645,16.77058,16.48146,1334,301,3,13,332276295507404800,GALAXY,0.1388983,295,51985,494
1237651203694526721,198.41580020974,-0.0287816283469362,19.59169,18.34681,17.86221,17.54617,17.41132,1334,301,3,12,332269148681824256,GALAXY,0.05310849,295,51985,468
1237651203694526633,198.428264899461,-0.0698472323853526,18.81391,17.82067,17.53774,17.32107,17.14507,1334,301,3,12,332271072827172864,GALAXY,0.03863989,295,51985,475
1237651203694526502,198.440525174105,-0.0404500259613697,18.57737,17.7409,17.5173,17.42682,17.41181,1334,301,3,12,8394763969227628544,STAR,0.0004101282,7456,56727,197
1237651203694460997,198.334272832955,-0.0836100105412857,17.67441,16.42336,16.53885,16.64167,16.72885,1334,301,3,11,8394774414588092416,STAR,0.0006077479,7456,56727,235
1237651203694460947,198.237676580274,-0.0637857251407702,18.12452,16.31704,15.51723,15.17978,14.98545,1334,301,3,11,3294427185481279488,STAR,0.0004275086,2926,54625,160
1237651203158507734,200.410320965142,-0.559512311161481,19.58456,18.20946,17.43676,16.99669,16.73144,1334,301,2,25,333305163496318976,GALAXY,0.1097003,296,51984,141
1237651204231594094,198.88126739725,0.407531123980489,19.40578,17.61941,16.70273,16.21548,15.85477,1334,301,4,15,332282342821357568,GALAXY,0.07857446,295,51985,516
1237651204231659706,199.067051784701,0.308687383169557,18.6027,17.35013,16.74753,16.35726,16.17386,1334,301,4,16,332280693553915904,GALAXY,0.08177474,295,51985,510
1237651204231725115,199.224048654156,0.282122409354712,17.22461,15.30645,14.61462,14.39157,14.28942,1334,301,4,17,3266410530146904064,STAR,3.237072E-05,2901,54652,636
1237651204231725142,199.271074179384,0.23746185661035,18.16932,16.70444,16.15004,15.93353,15.81212,1334,301,4,17,8394982772041555968,STAR,-3.445378E-05,7456,56727,993
1237651204231790618,199.304706394055,0.2462195806517,17.89404,16.79722,16.78149,16.82928,16.89455,1334,301,4,18,8394983871553183744,STAR,0.0004058077,7456,56727,997
1237651204231462930,198.58007244626,0.345638592337645,19.0162,16.6468,15.60923,15.21274,15.02783,1334,301,4,13,3266384416745744384,STAR,-8.353135E-05,2901,54652,541
1237651203695182129,199.995990941769,-0.0296332991085421,18.79847,17.62823,17.17463,16.93032,16.83595,1334,301,3,22,333394223938168832,GALAXY,0.04692628,296,51984,465
1237651203695050939,199.649509477952,-0.0432796827604633,19.35047,18.46432,18.21165,18.1298,18.13023,1334,301,3,20,3723404951381188608,STAR,-0.000149583,3307,54970,196
1237651203695050810,199.66137108649,-0.18675074462475,19.5297,18.20665,17.63254,17.38106,17.24263,1334,301,3,20,3723400828212584448,STAR,0.0009863093,3307,54970,181
1237651203694985422,199.514506173668,-0.0624321905050991,18.70102,17.53678,17.14919,16.93425,16.78282,1334,301,3,19,332302134030657536,GALAXY,0.03701136,295,51985,588
1237651203694985271,199.5260719246,-0.0464071608021821,19.21001,18.08131,17.64653,17.45514,17.4009,1334,301,3,19,3723416496253280256,STAR,0.0007145123,3307,54970,238
1237651203694985256,199.492846079603,-0.0307937909954631,19.20202,17.14048,16.30976,16.01003,15.85758,1334,301,3,19,3723414572107931648,STAR,0.0001872983,3307,54970,231
1237651203694919848,199.358066309709,-0.128662166339227,19.24653,18.13715,17.45386,17.07373,16.81646,1334,301,3,18,332149851670210560,GALAXY,0.1080921,295,51985,34
1237651203694854272,199.193238917121,-0.144372064850229,19.59328,18.28342,17.73868,17.54737,17.44389,1334,301,3,17,8394720263640424448,STAR,-0.0003509607,7456,56727,38
1237651203694854190,199.196689019659,-0.119567841418316,19.21322,18.17124,17.77072,17.60444,17.54263,1334,301,3,17,8394720538518331392,STAR,-0.0001508318,7456,56727,39
1237651203694788763,199.052222262102,-0.0397050998918663,18.72368,17.5705,17.09126,16.7844,16.68943,1334,301,3,16,332292788181821440,GALAXY,0.08167136,295,51985,554
1237651203694788695,199.079390890411,-0.196105990193316,18.19843,17.1981,17.17317,17.19987,17.26523,1334,301,3,16,8394729059733446656,STAR,0.0004346881,7456,56727,70
1237651203694788671,199.061202170387,-0.00306798035394516,17.44707,16.57227,16.30028,16.17768,16.16547,1334,301,3,16,8394731808512516096,STAR,0.0001935346,7456,56727,80
1237651203694788646,199.025787753415,-0.0404847052794615,19.13297,17.83768,17.31411,17.0825,16.9641,1334,301,3,16,8394731258756702208,STAR,-0.0004164824,7456,56727,78
1237651203694592027,198.572220853762,-0.114249998055879,18.184,16.79685,16.30171,16.12655,16.06459,1334,301,3,13,8394753798745071616,STAR,-0.0001828892,7456,56727,160
1237651204231856345,199.529186237588,0.417695737740319,19.44387,17.38148,16.542,16.17869,15.96857,1334,301,4,19,3723458002817228800,STAR,0.0001280748,3307,54970,389
1237648720689954979,171.137405243558,-0.473711082454438,19.0038,17.9889,17.62738,17.47785,17.42612,756,301,2,369,3640144157164544000,STAR,0.0001884216,3233,54891,399
1237648720689955064,171.105405379566,-0.45881120236347,18.36421,17.3393,16.97813,16.73115,16.60979,756,301,2,369,315264920222459904,GALAXY,0.04840347,280,51612,47
1237648720690675870,172.747681305689,-0.506174421260216,19.51414,17.39306,16.44485,16.06323,15.81234,756,301,2,380,3640185663728492544,STAR,0.0001438911,3233,54891,550
1237648720690741273,172.82600492614,-0.484303116757189,18.8189,17.89273,17.54372,17.41363,17.31821,756,301,2,381,3640187038118027264,STAR,0.0001521544,3233,54891,555
1237648720690741281,172.877743281427,-0.547666626317198,18.31982,17.36315,17.05186,16.94689,16.91356,756,301,2,381,3222412744691050496,STAR,4.428815E-05,2862,54471,317
1237648720690741285,172.88791706935,-0.574258420013585,18.86023,17.86057,17.53515,17.44031,17.38173,756,301,2,381,317577193947424768,STAR,0.000328752,282,51658,267
1237648720690741340,172.943235514094,-0.456729203766477,17.76132,16.24305,15.64319,15.44552,15.34653,756,301,2,381,3222408896400353280,STAR,-4.859923E-05,2862,54471,303
1237648720690741353,172.798784605528,-0.554587360003452,19.52828,19.46375,19.28571,19.19339,19.23166,756,301,2,381,3640183739583143936,QSO,1.476645,3233,54891,543
1237648720693755918,179.689293428393,-0.454379058425512,19.09722,17.60256,16.82659,16.43768,16.14087,756,301,2,427,320932083365079040,GALAXY,0.09484052,285,51930,184
1237648720693755925,179.700240256833,-0.589650146842178,18.19151,16.95824,17.03985,17.13071,17.20619,756,301,2,427,3256188918621562880,STAR,0.0009008115,2892,54552,314
1237648720690610284,172.513757627614,-0.424827848650119,19.38965,17.57231,16.58498,16.14404,15.75292,756,301,2,379,317587089552074752,GALAXY,0.1044627,282,51658,303
1237648720690610291,172.529610931546,-0.521228031098879,19.56516,17.62949,16.68799,16.29173,15.91588,756,301,2,379,316395767965181952,GALAXY,0.07551581,281,51614,65
1237648720689496158,169.976080601926,-0.555761650097033,19.00835,17.06702,16.12363,15.70228,15.35997,756,301,2,362,314146723138136064,GALAXY,0.07318164,279,51984,75
1237648720689823755,170.712856753825,-0.456166135903782,16.87851,15.65779,15.22582,15.07485,15.03195,756,301,2,367,3640130963025010688,STAR,-2.493534E-05,3233,54891,351
1237648720691134685,173.803834249867,-0.518539431612589,19.27036,17.98295,17.36082,16.90668,16.7362,756,301,2,387,317556303226497024,GALAXY,0.1178732,282,51658,191
1237648720690872325,173.098184914393,-0.443910410198689,18.56321,17.06094,16.54046,16.38278,16.31502,756,301,2,383,3222398176161982464,STAR,0.0001813446,2862,54471,264
1237648720690872328,173.105020853651,-0.491103625767966,19.05254,19.02177,18.93165,18.81384,18.62225,756,301,2,383,316384497970997248,QSO,2.015256,281,51614,24
1237648720690872333,173.119271792106,-0.576716977448391,18.95403,16.76134,15.87748,15.59498,15.46106,756,301,2,383,3640197208600584192,STAR,-5.42484E-05,3233,54891,592
1237648720690872431,173.24306387693,-0.429266556415331,18.25786,17.26303,16.86523,16.68663,16.64486,756,301,2,383,316387796505880576,STAR,0.0003208127,281,51614,36
1237648720690872434,173.244418908062,-0.463020272733827,16.55837,15.568,15.24423,15.10714,15.11522,756,301,2,383,3222398725917796352,STAR,0.0001325039,2862,54471,266
1237648720690937867,173.259371664271,-0.502529818284954,18.85049,17.84582,17.47629,17.33846,17.34741,756,301,2,384,3640205180059885568,STAR,-3.116103E-05,3233,54891,621
1237648720690937870,173.262825109293,-0.587077370509905,18.14501,16.79992,16.30426,16.14146,16.10781,756,301,2,384,3222399000795703296,STAR,0.0002139112,2862,54471,267
1237648720689103209,169.087227379961,-0.562647418565481,19.33891,17.8769,17.47027,17.22255,17.06833,756,301,2,356,314171462149761024,GALAXY,0.04302324,279,51984,165
1237648720689954850,171.027306501052,-0.45243528992146,19.1049,17.88473,17.38938,17.18982,17.12371,756,301,2,369,3640131787658731520,STAR,0.0003054321,3233,54891,354
1237648720691003476,173.519571892526,-0.557342346077508,16.2971,14.81484,14.24055,14.02802,13.94047,756,301,2,385,3222389380068960256,STAR,0.0001734659,2862,54471,232
1237648720693690487,179.650077422057,-0.454883028809621,17.81089,16.87986,16.58187,16.47909,16.45047,756,301,2,426,4326862017849696256,STAR,0.0006020893,3843,55278,104
1237648720693690531,179.561653998059,-0.567745218154348,19.46319,19.16861,19.09189,19.00882,18.97778,756,301,2,426,320942803603449856,QSO,0.7919978,285,51930,223
1237648720693690538,179.565855709474,-0.627107314050813,19.50208,18.57379,18.25887,18.15212,18.09853,756,301,2,426,4251614739421962240,STAR,-1.650483E-05,3776,55209,788
1237648720691069071,173.580937222801,-0.501011498078024,19.52957,18.23156,17.68363,17.46576,17.36223,756,301,2,386,3222380309098031104,STAR,0.0005406142,2862,54471,199
1237648720689758242,170.617772458189,-0.616957484570091,19.31303,17.78949,17.13906,16.80574,16.70877,756,301,2,366,3640120517664546816,STAR,0.0002118617,3233,54891,313
1237648720691724402,175.103864717119,-0.50242091919463,19.43399,18.02699,17.21468,16.76665,16.43071,756,301,2,396,317511223249758208,GALAXY,0.09334737,282,51658,27
1237648720693821797,179.955873135123,-0.50102108525215,19.31988,18.18828,17.55127,17.18032,16.97325,756,301,2,428,320930708975544320,GALAXY,0.1514758,285,51930,179
1237648720691200005,173.845667237385,-0.49932149789763,17.78737,17.7185,17.66201,17.79523,17.77892,756,301,2,388,317557402738124800,QSO,0.9559311,282,51658,195
1237648720690872457,173.108689402835,-0.516590088292254,19.43694,18.03432,17.45634,17.27229,17.15916,756,301,2,383,3640195834211049472,STAR,0.0002914012,3233,54891,587
1237648720691200010,173.853963528769,-0.58749433879315,16.1282,15.10459,14.84691,14.75963,14.76869,756,301,2,388,3222375636173613056,STAR,-0.0001142171,2862,54471,182
1237648720691200046,173.906191397001,-0.590918881264841,16.85591,15.50474,15.01576,14.82596,14.76052,756,301,2,388,3222363541545707520,STAR,-7.116067E-05,2862,54471,138
1237648720690937931,173.341219182627,-0.572561976230957,18.53921,17.19631,16.64381,16.41402,16.33263,756,301,2,384,3222390204702681088,STAR,-1.975095E-05,2862,54471,235
1237648720689954853,171.038890482912,-0.425999862311779,17.07062,15.89509,15.52089,15.38685,15.35239,756,301,2,369,3640130688147103744,STAR,-2.560945E-05,3233,54891,350
1237648720689954909,171.108938897528,-0.427056830282506,17.8931,16.45904,15.89366,15.55947,15.30833,756,301,2,369,316441122819827712,GALAXY,0.04872853,281,51614,230
1237648720689955032,171.065067292947,-0.446554569313143,19.25748,19.19962,18.96415,18.89772,18.91018,756,301,2,369,315267669001529344,QSO,1.409506,280,51612,57
1237648720691331103,174.179825488497,-0.62178052933426,18.33385,17.36562,17.04563,16.95265,16.90674,756,301,2,390,3222349797650360320,STAR,0.000175308,2862,54471,88
1237648720691003465,173.503806331287,-0.499132957172701,19.37991,17.9173,17.38715,17.18975,17.09836,756,301,2,385,3222387181045704704,STAR,-6.958786E-05,2862,54471,224
1237648720691068947,173.567776539158,-0.518067448737973,18.07876,17.10173,16.73598,16.59955,16.56311,756,301,2,386,3222380034220124160,STAR,3.26053E-05,2862,54471,198
1237648720691068948,173.573275970753,-0.518472742289119,19.49648,19.36368,19.29852,19.11845,19.08193,756,301,2,386,317569222488123392,QSO,1.537378,282,51658,238
1237648720691069020,173.625183849947,-0.58277076477697,17.06594,15.61958,15.08671,14.87506,14.80705,756,301,2,386,3222375361295706112,STAR,0.0006086021,2862,54471,181
1237648720691069062,173.556772804104,-0.501574640330163,18.9136,17.10846,16.25669,15.83728,15.51905,756,301,2,386,317567573220681728,GALAXY,0.05013565,282,51658,232
1237648720691462210,174.566962712629,-0.588317828713954,19.02533,18.13636,17.8949,17.82123,17.83702,756,301,2,392,4250455304376918016,STAR,0.0002728976,3775,55207,666
1237648720690544752,172.494140272006,-0.620401728087321,18.78797,17.6663,17.2464,17.08485,17.02187,756,301,2,378,3640175493245935616,STAR,0.0001892561,3233,54891,513
1237648720693690625,179.670727587947,-0.597193978954187,17.96784,16.77961,16.3312,16.13302,16.02277,756,301,2,426,320943903115077632,GALAXY,0.02139761,285,51930,227
1237648720689758363,170.623698881237,-0.529443426408681,19.04209,18.12822,17.44538,17.03569,16.81496,756,301,2,366,315278389239900160,GALAXY,0.1470499,280,51612,96
1237648721223155783,162.724404078747,-0.155523841153799,18.4713,17.0771,16.50801,16.28682,16.18174,756,301,3,313,2881197998296033280,STAR,3.775312E-05,2559,54208,73
1237648721223221465,162.904645942921,-0.166583436159799,18.78831,17.60089,17.12693,16.79439,16.61708,756,301,3,314,309631577397159936,GALAXY,0.09073859,275,51910,33
1237648721223418083,163.345751368235,-0.0644439800255003,19.4506,18.47465,17.89856,17.49328,17.31506,756,301,3,317,310797609461639168,GALAXY,0.1091919,276,51909,179
1237648721223483532,163.389940898256,-0.0278893253298822,19.09523,18.02676,17.42883,17.03566,16.84788,756,301,3,318,310790187758151680,GALAXY,0.1476441,276,51909,152
1237648721225318501,167.581814039624,-0.142909416692608,18.2857,16.40628,15.54349,15.13467,14.83793,756,301,3,346,313043911566190592,GALAXY,0.04873518,278,51900,159
1237648721224859857,166.565598417197,-0.182061793550217,19.59427,18.14287,17.4618,17.11041,16.8507,756,301,3,339,311883377177290752,GALAXY,0.07126185,277,51908,33
1237648721222893616,162.097255217316,-0.0188832378742808,17.14202,16.06824,15.73736,15.60082,15.55591,756,301,3,309,2881311247993694208,STAR,0.0004471334,2559,54208,485
1237648721222893621,162.098621061413,-0.103126373620219,18.16409,16.52452,15.75653,15.45819,15.26609,756,301,3,309,2881217789505333248,STAR,0.0001917117,2559,54208,145
1237648721222893624,162.111929373639,-0.0157568663520191,19.44189,18.37948,18.37128,18.44829,18.56676,756,301,3,309,2712335002535749632,STAR,0.0001793178,2409,54210,153
1237648721223614649,163.717704731451,-0.144808544018563,19.51434,17.93432,17.03283,16.59041,16.21112,756,301,3,320,310780567031408640,GALAXY,0.1074267,276,51909,117
1237648721222631463,161.443660159901,-0.169091552625001,18.0626,16.5958,15.98307,15.69596,15.53854,756,301,3,305,2881243902906492928,STAR,0.0006070798,2559,54208,240
1237648721222631469,161.45656832794,-0.052769700394593,18.61088,17.13977,16.58828,16.374,16.28645,756,301,3,305,2689838994681784320,STAR,3.23568E-05,2389,54213,233
1237648721222631514,161.49322934921,-0.192245667304498,19.30395,17.32079,16.5657,16.27233,16.13474,756,301,3,305,2689840918827132928,STAR,6.744718E-05,2389,54213,240
1237648721222631528,161.513189362218,-0.0990757548895831,19.11634,17.62148,17.05464,16.83174,16.72701,756,301,3,305,2881232358034401280,STAR,0.0001235052,2559,54208,198
1237648721222631612,161.518730673363,-0.177986707851576,19.32405,17.68169,17.10512,16.89007,16.78698,756,301,3,305,2689828274443413504,STAR,-3.101596E-05,2389,54213,194
1237648721225187568,167.333784398114,-0.115392582029258,18.06832,16.37177,15.55489,15.16413,14.86646,756,301,3,344,313052982537119744,GALAXY,0.07160346,278,51900,192
1237648721223352353,163.209448092239,-0.179271318756562,18.24299,17.25055,16.86015,16.73298,16.63759,756,301,3,316,2881183979522779136,STAR,0.00019352,2559,54208,22
1237648721223352359,163.082584843489,-0.172677254589649,19.46585,18.18705,17.6344,17.41226,17.30712,756,301,3,316,2689782369832953856,STAR,0.000693587,2389,54213,27
1237648721225253067,167.502371063214,-0.195437788673388,19.15592,17.98067,17.56932,17.29049,17.27995,756,301,3,345,313048309612701696,GALAXY,0.07461032,278,51900,175
1237648721225121891,167.256791401305,-0.058416492061014,18.1804,17.81555,17.49082,17.44982,17.41562,756,301,3,343,313063977653397504,QSO,1.170512,278,51900,232
1237648721223352411,163.216169380913,-0.050241359656971,19.25595,18.23218,17.83592,17.6817,17.61131,756,301,3,316,2892443803661133824,STAR,0.0002045748,2569,54234,25
1237648721223352425,163.090998238104,-0.0978830609228822,18.91281,17.89892,17.54269,17.32535,17.36393,756,301,3,316,310803381897684992,GALAXY,0.05022789,276,51909,200
1237648721225122031,167.252847735753,-0.0937727667284744,19.09668,17.56191,16.84064,16.4945,16.25141,756,301,3,343,313064252531304448,GALAXY,0.09088492,278,51900,233
1237648721223417917,163.296223315716,-0.0352577105004826,19.25582,17.7518,17.09506,16.8157,16.69779,756,301,3,317,2881186453423941632,STAR,5.122186E-05,2559,54208,31
1237648721223155802,162.76337820264,-0.201659799110408,17.78758,16.6605,16.13689,15.92427,15.82901,756,301,3,313,2881197448540219392,STAR,0.0004483399,2559,54208,71
1237648721223221264,162.783037766196,-0.0997544512689094,17.89799,16.79939,16.39906,16.25678,16.20707,756,301,3,314,2881199097807661056,STAR,0.0008318799,2559,54208,77
1237648721223221298,162.822866371113,-0.0670043342166086,17.63571,16.52615,16.17197,16.05017,16.00087,756,301,3,314,2881196349028591616,STAR,3.460177E-05,2559,54208,67
1237648721223221303,162.8461107039,-0.0178048500295785,17.51152,15.35083,14.63736,14.41123,14.31494,756,301,3,314,2689795289094580224,STAR,0.0001659443,2389,54213,74
1237648721223221310,162.881171996305,-0.172091716917001,17.47665,15.89109,15.30462,15.12684,15.06176,756,301,3,314,2689794739338766336,STAR,0.0001169934,2389,54213,72
1237648721223221395,162.80641659768,-0.11361985297406,19.49772,17.4622,16.28289,15.80859,15.41289,756,301,3,314,309628278862276608,GALAXY,0.1478106,275,51910,21
1237648721225318505,167.58561858479,-0.122313049976468,17.12853,15.31175,14.48188,14.06146,13.7776,756,301,3,346,314212693835802624,GALAXY,0.04825342,279,51984,315
1237648721225318506,167.593938688158,-0.127068979790218,19.5243,17.52643,16.49185,15.95969,15.57595,756,301,3,346,313044186444097536,GALAXY,0.1144908,278,51900,160
1237648721224859728,166.648220536302,-0.115875946192189,18.48999,17.38597,16.89008,16.5582,16.32176,756,301,3,339,311885026444732416,GALAXY,0.04872381,277,51908,39
1237648721224859740,166.574219051652,-0.109387868555767,18.09156,17.27404,16.8943,16.61351,16.64506,756,301,3,339,311884476688918528,GALAXY,0.06682529,277,51908,37
1237648721225384135,167.834727040027,-0.030557970755714,18.77427,17.64363,17.12038,16.81053,16.61915,756,301,3,347,313032641572005888,GALAXY,0.1235829,278,51900,118
1237648721223614545,163.751570781165,-0.136171601185218,17.99722,16.98947,16.65293,16.52785,16.47898,756,301,3,320,310780017275594752,STAR,0.001062651,276,51909,115
1237648721224925289,166.671691472932,-0.0342254125350411,18.21078,17.01647,16.61431,16.38274,16.33875,756,301,3,340,312049678310991872,GALAXY,0.03112363,277,51908,638
1237648721225515017,168.01079450244,-0.174823148282611,17.20367,15.34636,14.48948,14.07488,13.73557,756,301,3,349,313032091816192000,GALAXY,0.02487851,278,51900,116
1237648721224990762,166.83334261328,-0.178469589491507,19.24626,18.07815,17.62558,17.47852,17.38261,756,301,3,341,313084593496418304,STAR,2.830969E-05,278,51900,307
1237648721224990826,166.905730619348,-0.0272432002562754,17.91346,15.82412,14.89913,14.47104,14.14501,756,301,3,341,313075522525489152,GALAXY,0.06692205,278,51900,274
1237648721225056271,166.984835118252,-0.0799988913100338,17.03674,15.90299,15.55172,15.41759,15.38048,756,301,3,342,313076622037116928,STAR,9.708016E-06,278,51900,278
1237648721225646315,168.410817550301,-0.163638027982606,19.01266,17.50936,16.72,16.29507,16.00808,756,301,3,351,313007077926660096,GALAXY,0.1015486,278,51900,25
1237648721225056484,167.045195278363,-0.0831906121388126,18.84974,16.86267,15.93499,15.49356,15.12211,756,301,3,342,313064802287118336,GALAXY,0.06716757,278,51900,235
1237648721224401191,165.582173873784,-0.206563929879067,18.39053,17.2519,16.819,16.56692,16.37296,756,301,3,332,311927907398215680,GALAXY,0.03784388,277,51908,195
1237648721223286830,162.998415977094,-0.0881595285676927,18.72364,17.35558,16.74915,16.53477,16.41882,756,301,3,315,2689781820077139968,STAR,0.0009922212,2389,54213,25
1237648721223745604,164.083620357184,-0.147663950688721,18.36818,18.18159,18.02579,17.90859,17.96512,756,301,3,322,4317833383017160704,QSO,1.439045,3835,55570,26
1237648721225580694,168.198242579108,-0.0745427112924546,19.09004,17.23131,16.33542,15.91597,15.56593,756,301,3,350,313017523287123968,GALAXY,0.07235809,278,51900,63
1237648721223811200,164.130602415128,-0.0669842442983447,19.58216,17.98366,17.01338,16.57115,16.218,756,301,3,323,310768197525596160,GALAXY,0.1298663,276,51909,72
1237648721225121998,167.236691251368,-0.128938540967876,19.17409,17.18402,16.25085,15.81704,15.48259,756,301,3,343,313066176676653056,GALAXY,0.09014694,278,51900,240
1237651540330020978,223.740641566297,63.3708770403649,19.2348,18.32642,18.09041,18.00225,18.02709,1412,301,6,278,7862419741901561856,STAR,-0.0004562892,6983,56447,948
1237651540329955406,223.46301399627,63.490731607098,19.35286,18.13486,17.3902,16.98337,16.68428,1412,301,6,277,685838284131166208,GALAXY,0.1293714,609,52339,601
1237651540329824393,223.205833242229,63.6537834689018,18.62468,17.69901,17.44516,17.37075,17.36137,1412,301,6,275,7862407097517842432,STAR,-0.0004454333,6983,56447,902
1237651540329824260,222.910204489428,63.6994711033565,17.70014,16.77637,16.52623,16.43842,16.40637,1412,301,6,275,685829488038144000,STAR,-0.0003597644,609,52339,569
1237651540329693456,222.39580882937,63.7785735831208,19.27692,17.5664,16.76474,16.32342,16.02327,1412,301,6,273,3318194777039595520,GALAXY,0.1065564,2947,54533,610
1237651540329627925,222.251842385705,63.8342298056712,19.15874,18.11187,17.68776,17.51309,17.41112,1412,301,6,272,3318185156312852480,STAR,-0.0003324733,2947,54533,575
1237651540329627727,222.251352227478,63.9076280143198,18.75169,17.81098,17.63382,17.57392,17.56661,1412,301,6,272,685796777567217664,STAR,-0.0004691663,609,52339,450
1237651540331790450,230.613659925844,60.787731922768,17.41363,16.4763,16.19746,16.09715,16.09557,1412,301,6,305,7860179212014952448,STAR,-0.0004867148,6981,56443,989
1237651540331528270,229.624322184481,61.3134941550144,19.12741,17.89099,17.28141,16.95526,16.71594,1412,301,6,301,690322917283620864,GALAXY,0.1385924,613,52345,532
1237651540330086512,224.184760834169,63.4242469770278,19.1273,18.21116,17.88843,17.74225,17.70245,1412,301,6,279,7862418092634120192,STAR,-0.000609262,6983,56447,942
1237651540333691025,236.686225494182,57.865076019376,19.26893,19.16605,18.89075,18.82621,18.90573,1412,301,6,334,694825412819183616,QSO,1.174742,617,52072,528
1237651540333560087,236.293373369984,58.0665235023629,18.69069,17.98113,17.37226,17.18966,17.28218,1412,301,6,332,694802597952907264,GALAXY,0.01286463,617,52072,445
1237651540333559931,236.336405349318,58.0983386287448,18.46405,16.82422,16.12378,15.7877,15.54735,1412,301,6,332,694802048197093376,GALAXY,0.1022832,617,52072,443
1237651540333297681,235.469021876154,58.5211637184453,18.55994,17.43408,17.04754,16.92597,16.88699,1412,301,6,328,692601930043648000,STAR,-0.0002634544,615,52347,631
1237651540333297677,235.610549841907,58.5992835432092,18.28148,17.36796,17.09032,16.99689,16.99992,1412,301,6,328,7639358520110850048,STAR,-0.0006836926,6785,56487,464
1237651540333232311,235.286436840734,58.6190049727612,19.56897,19.41199,19.38172,19.38298,19.19945,1412,301,6,327,7646214523892768768,QSO,2.131221,6791,56429,830
1237651540331921598,231.056496547747,60.644060487501,19.33071,19.15714,19.17783,18.83242,18.7983,1412,301,6,307,690342433615013888,QSO,1.776745,613,52345,603
1237651540331659366,230.077209581945,61.1026636264626,19.1245,19.14357,19.22583,19.09907,18.95727,1412,301,6,303,690332263132456960,QSO,1.943095,613,52345,566
1237651540331593746,229.964451772348,61.3000088750377,17.93592,17.02316,16.69094,16.55951,16.53562,1412,301,6,302,7860166292753326080,STAR,-0.001037327,6981,56443,942
1237651540331528392,229.724687219821,61.235208979854,19.55133,18.64397,18.40905,18.32084,18.30078,1412,301,6,301,7860167942020767744,STAR,-0.0002003816,6981,56443,948
1237651540331331600,228.97134200051,61.6109709056231,17.21103,16.32647,16.0447,15.94394,15.94479,1412,301,6,298,688095851616167936,STAR,6.087228E-05,611,52055,622
1237651540331266240,228.76340252678,61.588940908765,19.27033,18.7618,18.82281,18.81278,18.54629,1412,301,6,297,7860133857160306688,QSO,2.402632,6981,56443,824
1237651540331266189,228.713947458688,61.6583413104318,17.72746,16.08973,15.28343,14.88766,14.62531,1412,301,6,297,688096126494074880,GALAXY,0.07405336,611,52055,623
1237651540330873046,227.32193795856,62.1453677685512,18.72806,17.17975,16.38803,15.92943,15.55917,1412,301,6,291,688092003325470720,GALAXY,0.03925973,611,52055,608
